,Title,Ingredients,Instructions,Image_Name,Price
826,Braised Chicken with Tomatoes and Olives (Poulet Provencal),"1 pound tomatoes (3 to 4 medium), cut into wedges, 1 large onion, cut into wedges, leaving root ends intact, 1/2 cup drained brine-cured black olives, pitted if desired, 4 large garlic cloves, sliced, plus 1 teaspoon minced, 3 tablespoons olive oil, divided, 2 teaspoons herbes de Provence, divided, 1/2 teaspoon fennel seeds, 1 whole chicken (about 3 1/2 pounds), Equipment: kitchen string, Accompaniment: crusty bread, Garnish: chopped flat-leaf parsley","Preheat convection oven to 400°F or regular oven to 425°F with rack in middle.
Toss together tomatoes, onion, olives, sliced garlic, 2 tablespoons oil, 1 teaspoon herbes de Provence, fennel seeds, 1/2 teaspoon salt, and 1/4 teaspoon pepper in a 13- by 9-inch or other 3-quart shallow baking dish. Push vegetables to sides of dish to make room for chicken.
Stir together minced garlic, 1 teaspoon salt, 1/2 teaspoon pepper, remaining teaspoon herbes de Provence, and remaining tablespoon olive oil.
Remove excess fat from chicken and pat dry, then rub inside and out with seasoning mixture. Tie legs together with string, then put chicken in baking dish.
Roast until an instant-read thermometer inserted into thickest part of a thigh (do not touch bone) registers 170°F, about 1 hour in convection oven; 1 to 1 1/4 hours in regular oven.
Let chicken stand 10 minutes before carving. Serve with vegetables and pan juices.",braised-chicken-with-tomatoes-and-olives-em-poulet-provencal-em-241766,10.34
827,Stars Pappardelle,"1/2 batch dough (your choice of color, Green Pea Dough as shown), Flour and semolina for dusting, 1/2 batch dough (your choice of color, Cacao Dough as shown), Kosher salt, A star-shaped plunger cutter","Choose which color of dough you want to be the background color for your stars and roll that dough to the third-thinnest setting on a pasta machine. Lightly dust a work surface with flour and place the pasta sheet on it. Using a star-shaped plunger cutter in any size you prefer, make star cutouts all over the sheet of pasta. I recommend spacing the star cutouts as close together as possible, because the sheet will get re-rolled and the stars will expand (doesn’t stars expanding blow your mind?). Cover this sheet with a kitchen towel. If you wish, save the tiny cutout stars to make pastina.
Roll the second dough on a pasta machine until it is the same size as the sheet with the star cutouts. Uncover the cutout pasta sheet and moisten it slightly with a kitchen brush dipped in water or a damp paper towel. Taking care to cover the cutout sheet precisely, lay the newly rolled sheet over the cutout sheet. Use a rolling pin to sandwich the two sheets together, rolling both lengthwise and crosswise.
Once you are sure the two sheets are sufficiently pressed together, use a bench scraper to carefully turn the pasta sheet over, revealing the star pattern. You may be able to make nips, tucks, and small adjustments at this point if you notice any bunching up of the pattern. Dust with flour as necessary to prevent sticking.
Roll the sheet through the pasta machine again, starting on the widest setting. Reduce the rollers to the second-widest setting and roll the opposite end of the sheet through first this time. Alternating the sides of the sheet you put through the pasta machine will ensure that the stars don’t skew too much in one direction. Keep reducing the rollers until you’ve rolled the pasta sheet through the middle thickness on the pasta machine. Your stars will look wide! Don’t worry; we’re about to fix that.
Lay the pasta sheet flat on your work surface and cut the whole sheet crosswise in 5-inch widths (or wider, up to the width of your pasta machine rollers). The star pattern has so far been skewed only side to side, making really wide stars, so now we’ll run the 5-inch sheets crosswise through the pasta machine, to stretch the stars back toward symmetry.
Feed the 5-inch widths of pasta through the pasta machine crosswise this time, perpendicular to the direction you had been feeding them through initially. Watch the star pattern and stop sheeting at your desired thinness, depending on how stretched or skewed you want the stars. I suggest stopping at the second-or third-thinnest setting.
Working with one sheet at a time, cut lengthwise strips 3/4 to 1 inch wide. Hang the noodles to rest on a pasta drying rack, dowel, or the back of a chair and repeat the process with the remaining pasta sheets.
Let the pappardelle rest for 30 minutes hanging, then gently place them on a parchment-lined and semolina-dusted sheet pan. You can boil them at this point or wait up to 2 hours at room temperature before boiling. If you would like to cook them another day, after they are leathery to the touch and no longer sticky, store the pasta on a sheet pan covered with plastic wrap in the refrigerator for up to 3 days. Increase the cooking time by 1 minute if working with refrigerated pasta.
Boil in salted water for 2 minutes, drain, dress, and serve immediately.",stars-pappardelle,31.46
828,Grape and Rosemary Flatbread,"1 (16-ounce) homemade or store-bought pizza dough, 1 tablespoon truffle oil, 2 teaspoons fresh rosemary, chopped, 2/3 cup red grapes, halved, 1/2 teaspoon finishing salt, 2 tablespoons crumbled feta cheese","Preheat the oven to 500˚F. Line a baking sheet with parchment paper and lightly dust with flour.
Take the pizza dough out of refrigerator 30 minutes before using. With a sharp knife, cut the dough in half. Stretch the dough into two long rectangles (about 6x11 inches each) on the parchment paper. Brush with truffle oil. Sprinkle with rosemary, grapes, salt, and feta. Bake for 8 to 10 minutes. Remove from the oven and cut into slices.",grape-and-rosemary-flatbread,36.22
829,Layered Beef and Root Vegetables in a Spicy Coconut Curry,"12 dried curry leaves, 2 whole cloves, 1 tablespoon peeled, grated fresh ginger, 2 teaspoons ground cardamom, 1 teaspoon ground cinnamon, 1 teaspoon freshly ground black pepper, plus additional 1/2 teaspoon crushed red pepper flakes, 2 pounds beef top butt or top sirloin, cut into 1/4-inch-thick slices, 1/2 cup plain whole-milk yogurt, 2 teaspoons coarse sea salt or kosher salt, plus additional, 1/4 cup vegetable oil, plus additional if necessary, 2 cups peeled, halved, and thinly sliced onions, 2 garlic cloves, peeled and chopped, 2 tablespoons white wine vinegar, 2 cups carrot juice, 1/2 pound turnips, peeled and sliced into 1/8-inch-thick rounds, 1/2 pound celery root, peeled and sliced into 1/8-inch-thick rounds, 1 pound Yukon Gold or Idaho potatoes, peeled and sliced into 1/8-inch-thick rounds, 2 cups unsweetened coconut milk, Fresh cilantro leaves, for garnish, Grated fresh or desiccated coconut, for garnish","1. The day before you want to serve this dish, use a mortar and pestle, spice grinder, or blender to grind the curry leaves and cloves. Transfer to a small bowl and mix in the ginger, cardamom, cinnamon, black pepper, and red pepper flakes.
2. Place the beef in a nonreactive bowl, such as Pyrex. Combine 3 tablespoons of the spice mix with the yogurt and salt. Toss the yogurt mixture with the beef. Cover the bowl tightly with plastic wrap and marinate in the refrigerator overnight. Refrigerate the remaining spice mix.
3. In a large nonstick skillet over high heat, warm 3 tablespoons of the vegetable oil. Remove the beef from the marinade and scrape off any marinade that clings to the meat (reserve the marinade). Sear the beef in batches, about 45 seconds on each side, adding additional oil if necessary. Transfer the beef to a bowl and set aside.
4. Reduce the heat to medium and heat the remaining 1 tablespoon vegetable oil. Add the onions and cook until translucent, about 5 minutes. Add the garlic and the remaining spice mix, and toss well. Pour in the vinegar, raise the heat to medium-high, and boil until the vinegar has mostly evaporated, about 2 minutes. Add the carrot juice, bring to a boil, and season to taste with salt and pepper.
5. Center a rack in the oven and preheat the oven to 300°F.
6. Arrange half of the beef on the bottom of a medium cast-iron pot or Dutch oven, then add a layer of turnips, a layer of celery root, and a layer of potatoes, seasoning each vegetable layer with salt and pepper. Repeat the layering once more, finishing with a layer of potatoes on top. Pour the carrot juice mixture and the coconut milk into the pot and cover with a piece of oiled parchment paper and the pot lid. Bring to a simmer.
7. Transfer the pot to the oven to braise for 2 hours. Uncover and braise until the meat is moist and stewlike, about 1 hour more. Sprinkle with cilantro leaves and grated coconut and serve.",layered-beef-and-root-vegetables-in-a-spicy-coconut-curry-56390036,3.75
830,Savory Red Pepper and Onion Matzo Brei,"6 (6-inch) unsalted matzos, 6 large eggs, 1/2 teaspoon salt, 1/4 teaspoon black pepper, 1 1/2 tablespoons chopped fresh dill, 2 medium onions, halved lengthwise, then cut lengthwise into 1/4-inch-wide strips, 2 red bell peppers, cut lengthwise into 1/4-inch-wide strips, 1/4 cup extra-virgin olive oil","Break matzos into roughly 1-inch pieces into a colander, then rinse under hot tap water until pieces are softened, 1 to 2 minutes. Let stand 5 minutes.
Lightly beat eggs with salt, pepper, and 1 tablespoon dill in a large bowl and stir in matzos until coated well.
Cook onions and peppers in oil in a 12-inch heavy nonstick skillet over moderate heat, stirring occasionally, until they begin to brown, 8 to 10 minutes. Add matzo mixture, then increase heat to moderately high and sauté, stirring frequently and breaking up clumps, until matzos are well browned, about 17 minutes. Season with salt, then sprinkle with remaining 1/2 tablespoon dill.",savory-red-pepper-and-onion-matzo-brei-231792,9.06
831,Chocolate-Honey Tart,"Nonstick vegetable oil spray, 9 whole chocolate graham crackers (about 5 ounces), 4 tablespoons unsalted butter, room temperature, divided, 1 tablespoon honey, 1 cup whipping cream, 2 teaspoons dried lavender blossoms*, 12 ounces bittersweet or semisweet chocolate chips, 1 tablespoon unsweetened cocoa powder","Preheat oven to 350°F. Spray 9-inch diameter tart pan with removable bottom with nonstick spray. Grind graham crackers with 3 tablespoons butter and honey in processor until fine crumbs form. Press crumbs evenly onto bottom (not up sides) of prepared tart pan. Bake until set, about 10 minutes. Cool.
Bring cream and lavender just to boil in small saucepan. Reduce heat to low and simmer 5 minutes. Place chocolate in medium saucepan. Strain hot cream mixture into saucepan with chocolate. Stir over medium-low heat just until melted and smooth. Add cocoa powder and remaining 1 tablespoon butter; stir until melted and smooth. Pour chocolate mixture over crust in tart pan. Chill at least 45 minutes (chocolate will be slightly soft after 45 minutes and firm after 2 hours). Cut into wedges and serve. DO AHEAD: Can be made 1 day ahead. Cover and keep chilled. Let stand at room temperature 1 hour before serving.
Also called culinary lavender buds; available at many natural foods stores and some farmers' markets and from Dean and Deluca<\a>",chocolate-honey-tart-241875,5.81
832,Roast Chicken,"1 tablespoon kosher salt, 1 whole 4-pound chicken, giblets reserved for another use, 1/4 cup (1/2 stick) unsalted butter, melted","Rub or pat salt onto breast, legs, and thighs of chicken. Place chicken in a large resealable plastic bag. Set open bag in a large bowl, keeping chicken breast side up. Chill for at least 8 hours and up to 2 days.
Arrange a rack in upper third of oven; preheat to 500°F. Set a wire rack in a large heavy roasting pan. Remove chicken from bag. Pat dry with paper towels (do not rinse). Place chicken, breast side up, on prepared rack. Loosely tie legs together with kitchen twine and tuck wing tips under. Brush chicken all over with some of the butter. Pour 1 cup water into pan.
Roast chicken, brushing with butter after 15 minutes, until skin is light golden brown and taut, about 30 minutes. Reduce oven temperature to 350°F. Remove chicken from oven and brush with more butter. Let rest for 15-20 minutes.
Return chicken to oven; roast, basting with butter every 10 minutes, until skin is golden brown and a thermometer inserted into the thickest part of the thigh registers 165°F, 40-45 minutes. Let rest for 20 minutes. Carve and serve with pan juices.",roast-chicken-394676,26.38
833,Chocolate-Peanut Butter Cake With Cream Cheese and Butterfinger Frosting,"2 1/4 cups heavy whipping cream, 1/2 cup (packed) golden brown sugar, 12 ounces bittersweet or semisweet chocolate, finely chopped, 1/2 cup old-fashioned (natural) chunky peanut butter, 2 1/2 cups all purpose flour, 1 teaspoon baking powder, 1 teaspoon baking soda, 1/2 teaspoon salt, 10 tablespoons (1 1/4 sticks) unsalted butter, room temperature, 1/2 cup old-fashioned (natural) chunky peanut butter, 1 pound golden brown sugar, 4 large eggs, 1 teaspoon vanilla extract, 1 cup buttermilk, 1 1/2 8-ounce packages cream cheese, room temperature, 2 cups powdered sugar, divided, 6 tablespoons (3/4 stick) unsalted butter, room temperature, 1 teaspoon vanilla extract, 3/4 cup chilled heavy whipping cream, Butterfinger candy bars, coarsely chopped, Glazed peanuts","Bring cream and sugar to simmer in saucepan, whisking to dissolve sugar. Remove from heat. Add chocolate; let stand 1 minute. Whisk until smooth. Whisk in peanut butter. Chill uncovered overnight.
Preheat oven to 350°F. Butter three 9-inch-diameter cake pans with 1 1/2-inch-high sides. Line bottoms with parchment paper. Sift first 4 ingredients into medium bowl. Using electric mixer, beat butter and peanut butter in large bowl until blended. Beat in sugar. Beat in eggs, 1 at a time, then vanilla. At low speed, beat in flour mixture in 4 additions alternately with buttermilk in 3 additions.
Divide batter among pans and spread evenly. Bake cakes until tester inserted into center comes out clean, about 25 minutes. Cool cakes 5 minutes. Turn out onto racks; peel off parchment. Cool cakes completely.
Using electric mixer, beat cream cheese, 1 1/4 cups powdered sugar, butter, and vanilla in large bowl to blend. Whisk whipping cream and 3/4 cup powdered sugar in bowl until mixture holds medium-firm peaks. Fold into cream cheese mixture in 3 additions; chill until firm but spreadable, about 1 hour.
Place 1 cake layer, bottom side up, on 9-inch tart pan bottom. Spread with half of filling. Place another layer, bottom side up, on work surface. Spread with remaining filling; place atop first layer. Top with remaining cake layer, bottom side up.
Spread frosting over top and sides of cake. (Can be made 1 day ahead. Cover with cake dome; chill. Let stand at room temperature 2 hours before continuing.) Press candy and peanuts onto top of cake.",chocolate-peanut-butter-cake-with-cream-cheese-and-butterfinger-frosting-231746,19.68
834,Passion-Fruit Gelees,"4 (1/4-ounce) envelopes unflavored gelatin, 1 cup water, 2 cups sugar plus additional for tossing, 1 teaspoon fresh lemon juice, 3/4 cup thawed unsweetened passion-fruit (maracuyá) purée such as Goya, Equipment: an 8-inch square nonstick baking pan","Lightly oil baking pan.
Sprinkle gelatin over water in a 2-quart heavy saucepan and let stand 4 minutes to soften. Heat gelatin over medium-low heat, stirring, until dissolved. Stir in 2 cups sugar until dissolved, then stir in lemon juice.
Bring to a boil over medium-high heat, washing any sugar crystals down side of pan with a pastry brush dipped in cold water. Reduce heat to medium-low and boil, uncovered, without stirring, 13 minutes (watch carefully so that mixture does not boil over). Remove from heat and let stand 5 minutes for bubbles to dissipate. (Skim any foam that remains after 5 minutes.) Stir in passion-fruit purée (do not scrape bottom of pan; leave any dark bits that stick). Pour into baking pan and let stand at room temperature until set, at least 12 hours.
Run a sharp knife around edge of gelatin and invert onto a cutting board. Cut into 1/2-inch-wide strips, then cut strips into 1-inch pieces. Just before serving, gently toss gelées in a bowl of sugar to coat, brushing off excess.",passion-fruit-gelees-240933,28.86
835,Filipino-Style Chicken Adobo,"1/2 cup cider vinegar, 1/4 cup soy sauce, 1 tablespoon minced garlic, 2 Turkish bay leaves or 1 California, 4 whole chicken legs (2 1/2 lb), cut into drumsticks and thighs, Accompaniment: cooked rice","Stir together vinegar, soy sauce, garlic, bay leaves, and 1/2 teaspoon black pepper in a bowl, then pour into a sealable plastic bag. Add chicken and seal bag, pressing out air. Turn to coat thoroughly, then put bag in a baking pan and marinate chicken, chilled, turning occasionally, 2 hours.
Let chicken stand at room temperature 45 minutes.
Preheat oven to 425°F.
Arrange chicken, skin sides up, in 1 layer in a 13- by 9- by 2-inch metal baking pan and pour marinade over it. Bake in middle of oven until cooked through, 30 to 35 minutes. Transfer chicken, skin sides up, to a broiler pan. Pour marinade into a small saucepan and skim fat.
Preheat broiler.
Broil chicken about 4 inches from heat until skin is golden and crisp, 2 to 3 minutes. While chicken is broiling, bring marinade to a boil and discard bay leaves. Serve chicken with sauce.",philippine-style-chicken-adobo-107410,22.19
836,Tortilla Soup,"1 4-pound chicken, 1 onion, quartered, 1 carrot, peeled, chopped, 5 garlic cloves, smashed, 2 dried chipotle chiles, 1 jalapeño (with seeds), halved lengthwise, 7 cilantro sprigs, 3 tablespoons (or more) fresh lime juice, Kosher salt and freshly ground black pepper, Vegetable oil (for frying), 5 corn tortillas, cut in 1/2""-thick strips, 2 ears of husked corn, or 2 cups frozen, thawed corn kernels, Chopped fresh cilantro, halved cherry tomatoes, avocado wedges, queso fresco or mild feta, Ingredient info: Look for chipotle chiles at specialty foods stores and Latin markets., A deep-fry thermometer","Bring chicken, onion, carrot, garlic, chipotles, jalapeño, and 16 cups water to a boil in a large pot; skim foam from surface. Reduce heat to medium and simmer, skimming the surface frequently, until chicken is cooked through, about 1 hour.
Transfer chicken to a plate. Strain broth into another large pot. Return chiles to broth, if a spicier broth is desired; discard remaining solids. Shred chicken meat; discard skin and bones. Transfer chicken meat to a medium bowl and set aside.
Meanwhile, set pot with strained broth over medium heat and add cilantro sprigs. Bring broth to a simmer; cook until reduced to 8 cups, about 1 hour. Discard sprigs and chiles, if using. Stir in 3 tablespoons lime juice. Season with salt, pepper, and more lime juice, if desired. Add chicken to broth. DO AHEAD: Can be made 2 days ahead. Chill until cold, then cover and keep chilled.
Attach deep-fry thermometer to the side of a large cast-iron skillet or other heavy skillet. Pour oil into skillet to a depth of 1"". Heat over medium heat until thermometer registers 350°F-360°F. Working in batches, fry tortilla strips, turning occasionally, until crisp and golden brown, about 2 to 3 minutes per batch. Using a slotted spoon, transfer to paper towels to drain. Season with salt.
Cook corn over a gas flame or under a broiler, turning occasionally, until charred in spots. Let stand until cool enough to handle. Cut kernels from cobs in strips. Discard cobs. (Alternatively, cook kernels in a large skillet over high heat until charred in spots.)
Rewarm broth with chicken. Divide soup among bowls. Top generously with corn, tortilla strips, cilantro, tomatoes, avocado, and crumbled queso fresco.",tortilla-soup-388718,3.32
837,Grilled Salmon with Basil Aïoli,"2 large egg yolks (preferably organic), 2 tablespoons chopped fresh basil, 2 garlic cloves, minced, 2 anchovy fillets, minced (1 1/3 teaspoons), 1/2 teaspoon red wine vinegar, 1/2 teaspoon Worcestershire sauce, 1 cup olive oil, 1 tablespoon warm water, 1 tablespoon fresh lemon juice, 1/4 teaspoon (generous) hot pepper sauce, Olive oil (for brushing), 1 2 1/2- to 3-pound skinless salmon fillet (about 1 inch thick), Blistered Baby Zucchini, Baby Pattypan Squash, and Grilled Tomatoes","Whisk egg yolks, basil, garlic, anchovies, vinegar, and Worcestershire sauce in medium bowl. Whisk in 2 tablespoons oil a few drops at a time, then gradually whisk in remaining oil in thin stream. Whisk in 1 tablespoon warm water, lemon juice, and hot pepper sauce. Season to taste with salt and pepper. Cover and chill. DO AHEAD: Can be made 1 day ahead. Keep chilled.
Prepare barbecue (high heat). Brush grill rack with oil. Brush salmon with oil; sprinkle with salt and pepper. Grill salmon uncovered 5 minutes. Using 2 large spatulas, carefully turn fish over. Grill until fish just begins to flake in center, 4 to 5 minutes longer. Transfer salmon to platter. Arrange Blistered Baby Zucchini, Baby Pattypan Squash, and Grilled Tomatoes around salmon. Serve with aioli.",grilled-salmon-with-basil-aioli-242704,33.55
838,Lobster Toasts With Avocado and Espelette Pepper,"Kosher salt, One (1 1/2-pound) live lobster or 8 ounces pre-cooked lobster meat, 3 tablespoons mayonnaise, 1 tablespoon crème fraîche, 2 teaspoons lemon juice, divided, 1/2 teaspoon finely grated lemon zest, 1 teaspoon finely chopped tarragon, plus more (for sprinkling), 1 teaspoon finely sliced chives, 1 Hass avocado, Six (1/2-inch thick) slices brioche (4 ounces), crusts removed, ""Piment dEspelette or cayenne pepper (for sprinkling)""","If using live lobster, bring a large pot of generously salted water to a boil and prepare a large bowl of ice water. Add lobster to boiling water, cover, and cook for 9 minutes, until shell is bright red all over. Drain and transfer lobster to ice water to cool. Remove meat from claws, knuckles, and tail; pat lobster meat dry with paper towels and cut into 1/4"" pieces.
Combine mayonnaise, crème fraîche, 1 tsp. lemon juice, lemon zest, 1 tsp. tarragon, and chives in a medium bowl. Fold in lobster meat and season with salt.
Mash avocado in a small bowl with remaining 1 tsp. lemon juice and season with salt.
Meanwhile, preheat oven to 350°F. Cut brioche into twenty-four 1 1/2"" squares. Toast on rimmed baking sheet until lightly browned and dry, about 12 minutes.
Spread avocado on toasts and top with lobster salad. Sprinkle with espelette pepper and tarragon and serve.
Lobster salad can be made up to 2 days in advance; refrigerate in an airtight container. Toasts can be made up to 2 days in advance; store in airtight container at room temperature.",lobster-toasts-with-avocado-and-espelette-pepper,32.86
839,Nutty Crunch Cookies,"1 cup blanched hazelnuts, 1/2 cup unsalted, roasted almonds, 1/2 cup (packed) light brown sugar, 1 teaspoon kosher salt, 1/2 vanilla bean, split lengthwise, or 1 teaspoon pure vanilla extract, 1 1/2 cups all-purpose flour, 1 cup (2 sticks) chilled unsalted butter, cut into pieces","Preheat oven to 350°F. Toast hazelnuts on a rimmed baking sheet, tossing occasionally, until golden brown, 8–10 minutes. Let cool.
Combine almonds, brown sugar, salt, and 1/2 cup hazelnuts in a food processor. Scrape in seeds from vanilla bean; reserve pod for another use. Pulse until finely ground, then pulse in flour just to combine. Add butter; process until dough just comes together.
Roll dough into 1"" balls and place on parchment-lined baking sheets, spacing 2"" apart. Flatten cookies to a little less than 1/2"" thick. Coarsely chop remaining 1/2 cup hazelnuts and press gently into cookies.
Bake, rotating sheets halfway through, until cookies are golden brown, 15–18 minutes. Transfer baking sheets to wire racks and let cookies cool completely.
DO AHEAD: Cookies can be baked 5 days ahead. Store airtight at room temperature.",nutty-crunch-cookies-51223830,21.42
840,3-Ingredient Dark Chocolate Peppermint Bark,"12 ounces high-quality dark chocolate, coarsely chopped, 1/2 teaspoon peppermint extract, 5 candy canes, coarsely crushed","Line a baking sheet with parchment. Bring a double boiler or a heatproof bowl set over a small pot of water to a low simmer. Place chocolate in bowl and gently stir until completely melted. Remove from heat and stir in peppermint extract.
Pour chocolate mixture onto prepared baking sheet and spread evenly with a spatula or wooden spoon. Immediately sprinkle with crushed candy canes and press lightly to adhere.
Freeze until hardened, about 5 minutes. Break into pieces and serve.
Bark can be made up to 7 days ahead. Wrap tightly and keep chilled.",three-ingredient-dark-chocolate-peppermint-bark,32.32
841,Chocolate-Honey Dome Cake with Chocolate-Honey Glaze,"Nonstick vegetable oil spray, 2 1/4 cups all purpose flour, 1/4 cup unsweetened cocoa powder, 1 teaspoon baking soda, 1/2 teaspoon salt, 3/4 cup sugar, 1/2 cup honey, 2 large eggs, 1 teaspoon vanilla extract, 3/4 cup vegetable oil, 1 1/2 cups buttermilk, 1 tablespoon water, 1 teaspoon unflavored gelatin, 1 1/4 cups heavy whipping cream, divided, 1/2 cup sour cream, 3 tablespoons honey, 1/2 cup finely grated bittersweet chocolate (about 1 ounce), 10 ounces bittersweet chocolate, chopped, 1 cup heavy whipping cream, 1/2 cup honey, 1 cup pecans, toasted, chopped","Preheat oven to 350°F. Spray 9-inch-diameter cake pan with 2-inch-high sides with nonstick spray. Line bottom with parchment round. Whisk flour, cocoa powder, baking soda, and salt in medium bowl. Whisk sugar, honey, eggs, and vanilla in large bowl to blend. Whisk in oil, then half of dry ingredients. Whisk in buttermilk, then remaining dry ingredients. Pour into prepared pan. Bake cake until tester inserted into center comes out clean, about 55 minutes (cake will dome). Cool 10 minutes. Invert onto rack; remove parchment. Turn over; cool cake completely on rack. DO AHEAD Can be made 1 day ahead. Store airtight at room temperature.
Cut cake in half horizontally. Place bottom half of cake on cardboard round, tart pan bottom, or springform pan bottom.
Place 1 tablespoon water in small bowl. Sprinkle gelatin over. Let stand 10 minutes to soften gelatin. Bring 1/4 cup cream to boil in small saucepan. Remove from heat and stir in gelatin mixture. Cool to room temperature, stirring often, about 5 minutes.
Meanwhile, using electric mixer, beat remaining 1 cup cream, sour cream, and honey in medium bowl until peaks form. Beat gelatin mixture, then grated chocolate into whipped cream mixture. Immediately spread filling over bottom half of cake, leaving 1/2-inch border at edges. Place top half of cake atop filling, pressing gently to spread filling just to edge of cake. Cover and chill cake overnight.
Place chocolate in large measuring cup. Bring cream and honey to boil in heavy small saucepan, stirring to blend. Pour hot cream mixture over chocolate in cup; stir until smooth. Let cool 5 minutes.
Place rack on rimmed baking sheet. Transfer cake to rack. Pour glaze over cake, allowing glaze to drip down sides. Use spatula to spread glaze over sides. Pat nuts onto sides of cake. Chill 1 hour to set glaze. DO AHEAD Can be made 1 day ahead. Keep refrigerated.",chocolate-honey-dome-cake-with-chocolate-honey-glaze-237916,27.91
842,Spicy Asian Noodle and Chicken Salad,"1/3 cup creamy peanut butter (do not use old-fashioned style or freshly ground), 1/4 cup soy sauce, 2 tablespoons unseasoned rice vinegar, 2 tablespoons chili-garlic sauce, 1 tablespoon (packed) golden brown sugar, 1 tablespoon minced peeled fresh ginger, 3 tablespoons (or more) low-salt chicken broth, 3/4 pound linguine or dried chow mein udon noodles, 4 cups thinly sliced cooked chicken, cut into strips, 2 large carrots, coarsely grated (about 1 1/4 cups), 6 green onions, chopped, 1 red bell pepper, cut into matchstick-size strips, 1/2 cup fresh cilantro leaves","Combine peanut butter, soy sauce, rice vinegar, chili-garlic sauce, brown sugar, ginger, and 3 tablespoons broth in processor; blend until smooth. Season dressing to taste with salt and pepper.
Cook pasta in large pot of boiling salted water until tender but still firm to bite, stirring occasionally. Drain pasta; rinse with cold water to cool and drain again. Transfer pasta to large bowl. Add chicken, carrots, green onions, bell pepper, and cilantro; toss to blend. Pour dressing over and toss to coat, adding more broth by tablespoonfuls if dressing is too thick. Season salad to taste with salt and pepper.",spicy-asian-noodle-and-chicken-salad-230922,9.15
843,Double-Decker Peanut Butter Brownies,"2 large eggs, 1 cup (packed) light brown sugar, 1/2 tsp. kosher salt, 1/2 tsp. vanilla extract, 3/4 cup natural unsweetened creamy peanut butter or almond butter, 2 large eggs, 1 cup granulated sugar, 1/4 cup (packed) light brown sugar, 1 tsp. vanilla extract, 3/4 tsp. kosher salt, 1/2 cup (1 stick) unsalted butter or virgin coconut oil, melted, 1/2 cup unsweetened cocoa powder, 3 Tbsp. cornstarch, 1/2 cup chocolate chips, chopped or whole nuts, coconut flakes, crushed pretzels, or potato chips (optional)","Preheat oven to 350°F. Line an 8x8"" baking dish with 2 overlapping pieces of parchment paper, leaving at least a 2"" overhang on 2 sides.
Whisk eggs, brown sugar, salt, and vanilla in a medium bowl until well combined. Using a rubber spatula, stir in peanut butter until a smooth, thick batter forms. Scrape into prepared baking dish and spread in an even layer.
Using an electric mixer or a stand mixer fitted with the whisk attachment on medium-high speed, beat eggs, granulated sugar, and brown sugar in a large bowl until mixture is light, smooth, and doubled in volume, 3–4 minutes. With mixer running on low speed, slowly beat in butter, then add vanilla and salt and beat to combine. Add cocoa powder and cornstarch. Beat on low speed, scraping down sides of bowl as needed, until incorporated. Increase speed to medium-high and beat until mixture is thick and holds its shape, about 30 seconds. Pour over nut butter layer and smooth top.
Add your choice of toppings or leave top smooth—they’re all good options.
Bake brownie until top is puffed, glossy, and starting to crack, and the center is just set (it shouldn’t jiggle when shaken, but the chocolate layer will still be very gooey), 25–30 minutes. Let cool.
Remove brownie from pan using parchment overhang, then cut into 16 squares.",double-decker-peanut-butter-brownies,3.92
844,Blistered Padrón Peppers,"2 tablespoons olive oil, 1 pound Padrón or shishito peppers, Flaky sea salt (such as Maldon)","Heat 1 tablespoon oil in a large skillet over high heat until just smoking. Add half of the peppers; cook, tossing occasionally, until skins are blistered and flesh is softened, about 4 minutes. Transfer to a bowl, sprinkle with salt, and toss to coat. Repeat with remaining peppers, remaining 1 tablespoon oil, and more salt.",blistered-padron-peppers-51149050,35.05
845,Red-Wine Vinaigrette,"1/4 cup red-wine vinegar, 1 tablespoon Dijon mustard, 1 teaspoon sugar, Salt and black pepper, to taste, N/A black pepper, 1/2 cup extra-virgin olive oil","Whisk the vinegar, mustard, sugar, salt and pepper together in a small bowl. Whisking constantly, add the oil in a slow, steady stream and continue whisking until thickened.",red-wine-vinaigrette-106752,36.59
846,Piquillo Pepper and Sardine Tartines,"12 1/3-inch-thick baguette slices, cut on diagonal into 3- to 4-inch lengths, Extra-virgin olive oil, 1 garlic clove, peeled, halved, 1 1/2 3.75-ounce cans skinless boneless sardines (preferably wild-caught) packed in olive oil, drained well, Sriracha sauce or other hot chili sauce (optional), Fresh lemon juice plus lemon wedges for garnish, Very thin onion slices, 1 1/2 tablespoons (about) drained capers, 12 thick strips piquillo peppers or roasted red peppers from jar, drained","Preheat broiler. Brush both sides of each bread slice lightly with olive oil. Arrange bread slices on small baking sheet. Broil until beginning to color, about 1 minute per side. Rub 1 side of each bread slice with cut side of garlic and cool.
Place bread slices, garlic side up, on serving platter. Divide sardines among bread slices. Spread out sardines in thin layer. Sprinkle a few drops of sriracha sauce over each, if desired, then a few drops of lemon juice. Top each tartine with onion slices, several capers, then strip of drained piquillo pepper. Garnish platter with lemon wedges and serve.
With the tartines, pour a refreshing Albariño, a white wine from Spain. We like the Carballal 2008 ""Sete Cepas"" from Rías Baixas ($15). The wine's mineral notes are balanced beautifully by stone-fruit flavors.",piquillo-pepper-and-sardine-tartines-357261,36.15
